name,lat,lon
"Morris",35.6098,-95.8909
"West Mifflin",40.3642,-79.8809
"West Mifflin",40.3642,-79.8809
"Clarksville",36.5871,-87.4192
"Clarksville",36.5871,-87.4192
"Clarksville",36.5871,-87.4192
"Clarksville",36.5871,-87.4192
"Scurry",32.5052,-96.356
"Wilkes Barre",41.2258,-75.8949
"Wilkes Barre",41.2258,-75.8949
"Wilkes Barre",41.2258,-75.8949
"Pierce City",36.9301,-93.9688
"Pierce City",36.9301,-93.9688
"Milwaukee",43.0846,-87.941
"Milwaukee",43.0846,-87.941
"Milwaukee",43.0846,-87.941
"Mapleton",40.1165,-111.598
"Mapleton",40.1165,-111.598
"Mapleton",40.1165,-111.598
"Mapleton",40.1165,-111.598
"Troy",39.0223,-80.7687
"Troy",39.0223,-80.7687
"Chowchilla",37.1194,-120.257
"Chowchilla",37.1194,-120.257
"Wickliffe",41.5988,-81.4846
"Wickliffe",41.5988,-81.4846
"Cincinnati",39.1636,-84.3893
"Milwaukee",43.0991,-87.9604
"Milwaukee",43.0991,-87.9604
"Milwaukee",43.0991,-87.9604
"Milwaukee",43.0991,-87.9604
"Longview",46.129,-122.931
"Longview",46.129,-122.931
"Kansas City",38.9527,-94.572
"San Antonio",29.356,-98.5625
"San Antonio",29.356,-98.5625
"Philadelphia",39.9815,-75.1671
"Faribault",44.3164,-93.2853
"Faribault",44.3164,-93.2853
"Kalamazoo",42.2752,-85.583
"Kalamazoo",42.2752,-85.583
"Kalamazoo",42.2752,-85.583
"New Orleans (Gentilly)",30.0008,-90.0619
"New Orleans (Gentilly)",30.0008,-90.0619
"New Orleans (Gentilly)",30.0008,-90.0619
"New Orleans (Gentilly)",30.0008,-90.0619
"Norcross",33.9391,-84.1747
"Lubbock",33.5304,-101.874
"Lubbock",33.5304,-101.874
"Lennox",43.3492,-96.8917
"Lennox",43.3492,-96.8917
"Lennox",43.3492,-96.8917
"West Palm Beach",26.7887,-80.0725
"West Palm Beach",26.7887,-80.0725
"Salem",36.0684,-90.2484
"Salem",36.0684,-90.2484
"Lowry City",38.14,-93.7269
"Lowry City",38.14,-93.7269
"York",39.9892,-76.7654
"York",39.9892,-76.7654
"York",39.9892,-76.7654
"Lillington",35.3227,-78.9881
"Lillington",35.3227,-78.9881
"Lillington",35.3227,-78.9881
"Ochelata",36.6339,-95.9641
"Katy",29.7542,-95.8313
"Katy",29.7542,-95.8313
"Katy",29.7542,-95.8313
"Katy",29.7542,-95.8313
"Hazel Crest",41.5857,-87.6751
"Hazel Crest",41.5857,-87.6751
"Hazel Crest",41.5857,-87.6751
"Aurora",39.7415,-104.87
"Aurora",39.7415,-104.87
"Memphis",35.0793,-89.9849
"Memphis",35.0793,-89.9849
"Memphis",35.0793,-89.9849
"Mount Olivet",38.5028,-84.0697
"Locust Grove",38.257,-77.84
"Lake Providence",32.7639,-91.1892
"Lake Providence",32.7639,-91.1892
"Burlington",39.0284,-84.7165
"Burlington",39.0284,-84.7165
"Houston",29.9218,-95.5037
"Weldon",36.4227,-77.6008
"Weldon",36.4227,-77.6008
"Lowmansville",37.9209,-82.732
"Lowmansville",37.9209,-82.732
"Creek (county)",36.0613,-96.19
"Creek (county)",36.0613,-96.19
"Longview",32.5006,-94.7271
"Longview",32.5006,-94.7271
"Natchitoches",31.7687,-93.092
"Spanaway",47.0663,-122.354
"Spanaway",47.0663,-122.354
"Spanaway",47.0663,-122.354
"Spanaway",47.0663,-122.354
"Henrico",37.5093,-77.3925
"Nashville",36.1816,-86.8207
"Nashville",36.1816,-86.8207
"Nashville",36.1816,-86.8207
"Nashville",36.1816,-86.8207
"Nashville",36.1816,-86.8207
"Nashville",36.1816,-86.8207
"Camden",39.9354,-75.1132
"Camden",39.9354,-75.1132
"Camden",39.9354,-75.1132
"Camden",39.9354,-75.1132
"Chicago (Englewood)",41.7723,-87.6519
"Poplar Bluff",36.9109,-90.5057
"Poplar Bluff",36.9109,-90.5057
"Streetsboro",41.268,-81.3582
"Streetsboro",41.268,-81.3582
"Wasilla (Meadow Lake)",61.6342,-149.523
"Wasilla (Meadow Lake)",61.6342,-149.523
"Wasilla (Meadow Lake)",61.6342,-149.523
"Las Vegas",36.2395,-115.134
"Las Vegas",36.2395,-115.134
"West Sacramento",38.5839,-121.523
"West Sacramento",38.5839,-121.523
"West Sacramento",38.5839,-121.523
"Saylorsburg",40.9696,-75.3767
"Saylorsburg",40.9696,-75.3767
"Charles Mix (county)",43.0557,-98.2923
"Ocala",29.2105,-81.7706
"Ocala",29.2105,-81.7706
"Ocala",29.2105,-81.7706
"Talladega",33.4388,-86.1242
"Chicago",41.7757,-87.6164
"Chicago",41.7757,-87.6164
"Flint",43.0635,-83.7125
"Sanford",28.7912,-81.2819
"Sanford",28.7912,-81.2819
"Sanford",28.7912,-81.2819
"Sanford",28.7912,-81.2819
"Sanford",28.7912,-81.2819
"Sanford",28.7912,-81.2819
"Sanford",28.7912,-81.2819
"Syracuse",43.0365,-76.1756
"Syracuse",43.0365,-76.1756
"Clarksville",42.7798,-92.654
"Madera",36.9526,-120.038
"Madera",36.9526,-120.038
"Cedar Hill",36.6262,-86.9871
"Hyattsville (Landover)",38.9218,-76.8873
"Hyattsville (Landover)",38.9218,-76.8873
"High Point",35.955,-79.9901
"Jacksonville",30.3342,-81.6933
"Jacksonville",30.3342,-81.6933
"Jacksonville",30.3342,-81.6933
"Fountain",30.5272,-85.4329
"Fountain",30.5272,-85.4329
"Miami",25.8697,-80.2184
"Miami",25.8697,-80.2184
"Miami",25.8697,-80.2184
"Miami",25.8697,-80.2184
"Houston",29.6053,-95.4773
"Houston",29.6053,-95.4773
"Baldwin",44.9602,-92.3713
"Baldwin",44.9602,-92.3713
"Pahoa",19.4664,-154.917
"Pahoa",19.4664,-154.917
"Pahoa",19.4664,-154.917
"Pahoa",19.4664,-154.917
"Beebe",35.0677,-91.8804
"Rochester",43.1594,-77.6308
"Rochester",43.1594,-77.6308
"Detroit",42.4189,-82.9535
"Detroit",42.4189,-82.9535
"Detroit",42.4189,-82.9535
"Littlestown",39.7448,-77.092
"Littlestown",39.7448,-77.092
"Littlestown",39.7448,-77.092
"Jackson",32.3441,-90.2159
"Bascom",30.9931,-85.0711
"Bascom",30.9931,-85.0711
"Bascom",30.9931,-85.0711
"Detroit",42.4445,-82.9509
"Detroit",42.4445,-82.9509
"Detroit",42.4445,-82.9509
"Detroit",42.4445,-82.9509
"Marianna",30.797,-85.2006
"Marianna",30.797,-85.2006
"Zachary",30.6437,-91.1694
"Zachary",30.6437,-91.1694
"Long Beach",33.7778,-118.191
"Long Beach",33.7778,-118.191
"Long Beach",33.7778,-118.191
"Birmingham (Irondale)",33.5708,-86.6297
"Birmingham (Irondale)",33.5708,-86.6297
"Chicago",41.7193,-87.6456
"Chicago",41.7193,-87.6456
"Chicago",41.7193,-87.6456
"Conejos (county)",37.2749,-106.006
